premise,hypothesis,prediction,pred_label,gold_label
It is Kayla who explored those hills.,Exactly one person explored these restaurants.,"{'entailment': 0.3, 'neutral': 1.2, 'contradiction': 98.5}",contradiction,neutral
It isn't Kayla who explored those hills.,Exactly one person explored those hills.,"{'entailment': 0.4, 'neutral': 2.6, 'contradiction': 97.0}",contradiction,entailment
It isn't Kayla who explored those hills.,More than one person explored those hills.,"{'entailment': 96.8, 'neutral': 3.1, 'contradiction': 0.1}",entailment,contradiction
It isn't Kayla who explored those hills.,Exactly one person explored these restaurants.,"{'entailment': 0.0, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
Is it Kayla who explored those hills?,Exactly one person explored those hills.,"{'entailment': 0.9, 'neutral': 49.5, 'contradiction': 49.6}",contradiction,entailment
Is it Kayla who explored those hills?,More than one person explored those hills.,"{'entailment': 42.3, 'neutral': 57.2, 'contradiction': 0.5}",neutral,contradiction
Is it Kayla who explored those hills?,Exactly one person explored these restaurants.,"{'entailment': 0.0, 'neutral': 0.7, 'contradiction': 99.3}",contradiction,neutral
It might be Kayla who explored those hills.,Exactly one person explored those hills.,"{'entailment': 2.7, 'neutral': 72.3, 'contradiction': 25.0}",contradiction,entailment
It might be Kayla who explored those hills.,More than one person explored those hills.,"{'entailment': 33.5, 'neutral': 65.7, 'contradiction': 0.8}",neutral,contradiction
It might be Kayla who explored those hills.,Exactly one person explored these restaurants.,"{'entailment': 0.1, 'neutral': 0.8, 'contradiction': 99.1}",contradiction,neutral
"If it is Kayla who explored those hills, it's okay",Exactly one person explored those hills.,"{'entailment': 5.0, 'neutral': 86.7, 'contradiction': 8.3}",contradiction,entailment
"If it is Kayla who explored those hills, it's okay",More than one person explored those hills.,"{'entailment': 12.9, 'neutral': 85.6, 'contradiction': 1.5}",neutral,contradiction
"If it is Kayla who explored those hills, it's okay",Exactly one person explored these restaurants.,"{'entailment': 0.1, 'neutral': 0.8, 'contradiction': 99.2}",contradiction,neutral
It isn't Kayla who explored those hills.,It is Kayla who explored those hills.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Kayla who explored those hills?,It is Kayla who explored those hills.,"{'entailment': 2.2, 'neutral': 95.8, 'contradiction': 2.0}",neutral,neutral
It might be Kayla who explored those hills.,It is Kayla who explored those hills.,"{'entailment': 4.1, 'neutral': 90.9, 'contradiction': 4.9}",contradiction,neutral
"If it is Kayla who explored those hills, it's okay",It is Kayla who explored those hills.,"{'entailment': 65.5, 'neutral': 33.9, 'contradiction': 0.6}",entailment,neutral
It is James who is climbing up the stairs.,Exactly one person is climbing up the stairs.,"{'entailment': 53.0, 'neutral': 42.0, 'contradiction': 5.0}",entailment,entailment
It is James who is climbing up the stairs.,More than one person is climbing up the stairs.,"{'entailment': 5.9, 'neutral': 91.3, 'contradiction': 2.7}",neutral,contradiction
It is James who is climbing up the stairs.,Exactly one person is climbing up mountains.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.4}",contradiction,neutral
It isn't James who is climbing up the stairs.,Exactly one person is climbing up the stairs.,"{'entailment': 0.2, 'neutral': 1.1, 'contradiction': 98.7}",contradiction,entailment
It isn't James who is climbing up the stairs.,More than one person is climbing up the stairs.,"{'entailment': 96.7, 'neutral': 3.2, 'contradiction': 0.1}",entailment,contradiction
It isn't James who is climbing up the stairs.,Exactly one person is climbing up mountains.,"{'entailment': 0.0, 'neutral': 1.4, 'contradiction': 98.5}",contradiction,neutral
Is it James who is climbing up the stairs?,Exactly one person is climbing up the stairs.,"{'entailment': 1.3, 'neutral': 41.6, 'contradiction': 57.1}",contradiction,entailment
Is it James who is climbing up the stairs?,More than one person is climbing up the stairs.,"{'entailment': 36.5, 'neutral': 62.7, 'contradiction': 0.8}",neutral,contradiction
Is it James who is climbing up the stairs?,Exactly one person is climbing up mountains.,"{'entailment': 0.0, 'neutral': 0.6, 'contradiction': 99.4}",contradiction,neutral
It might be James who is climbing up the stairs.,Exactly one person is climbing up the stairs.,"{'entailment': 5.8, 'neutral': 69.5, 'contradiction': 24.7}",contradiction,entailment
It might be James who is climbing up the stairs.,More than one person is climbing up the stairs.,"{'entailment': 10.1, 'neutral': 88.3, 'contradiction': 1.6}",neutral,contradiction
It might be James who is climbing up the stairs.,Exactly one person is climbing up mountains.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.5}",contradiction,neutral
"If it is James who is climbing up the stairs, it's okay",Exactly one person is climbing up the stairs.,"{'entailment': 8.1, 'neutral': 81.1, 'contradiction': 10.8}",contradiction,entailment
"If it is James who is climbing up the stairs, it's okay",More than one person is climbing up the stairs.,"{'entailment': 6.0, 'neutral': 92.0, 'contradiction': 2.0}",neutral,contradiction
"If it is James who is climbing up the stairs, it's okay",Exactly one person is climbing up mountains.,"{'entailment': 0.1, 'neutral': 0.9, 'contradiction': 99.0}",contradiction,neutral
It isn't James who is climbing up the stairs.,It is James who is climbing up the stairs.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it James who is climbing up the stairs?,It is James who is climbing up the stairs.,"{'entailment': 2.2, 'neutral': 95.8, 'contradiction': 2.0}",neutral,neutral
It might be James who is climbing up the stairs.,It is James who is climbing up the stairs.,"{'entailment': 6.1, 'neutral': 86.7, 'contradiction': 7.2}",contradiction,neutral
"If it is James who is climbing up the stairs, it's okay",It is James who is climbing up the stairs.,"{'entailment': 71.0, 'neutral': 28.5, 'contradiction': 0.5}",entailment,neutral
It is Victoria that does listen to Brett.,Exactly one person does listen to Brett.,"{'entailment': 70.6, 'neutral': 26.6, 'contradiction': 2.8}",entailment,entailment
It is Victoria that does listen to Brett.,More than one person does listen to Brett.,"{'entailment': 51.4, 'neutral': 47.4, 'contradiction': 1.2}",entailment,contradiction
It is Victoria that does listen to Brett.,Exactly one person did listen to Samuel.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.4}",contradiction,neutral
It isn't Victoria that does listen to Brett.,Exactly one person does listen to Brett.,"{'entailment': 0.8, 'neutral': 4.3, 'contradiction': 94.8}",contradiction,entailment
It isn't Victoria that does listen to Brett.,More than one person does listen to Brett.,"{'entailment': 97.1, 'neutral': 2.8, 'contradiction': 0.1}",entailment,contradiction
It isn't Victoria that does listen to Brett.,Exactly one person did listen to Samuel.,"{'entailment': 0.0, 'neutral': 1.4, 'contradiction': 98.6}",contradiction,neutral
Is it Victoria that does listen to Brett?,Exactly one person does listen to Brett.,"{'entailment': 1.0, 'neutral': 75.3, 'contradiction': 23.7}",contradiction,entailment
Is it Victoria that does listen to Brett?,More than one person does listen to Brett.,"{'entailment': 24.3, 'neutral': 75.1, 'contradiction': 0.6}",neutral,contradiction
Is it Victoria that does listen to Brett?,Exactly one person did listen to Samuel.,"{'entailment': 0.0, 'neutral': 0.7, 'contradiction': 99.3}",contradiction,neutral
It might be Victoria that does listen to Brett.,Exactly one person does listen to Brett.,"{'entailment': 3.1, 'neutral': 71.9, 'contradiction': 25.0}",contradiction,entailment
It might be Victoria that does listen to Brett.,More than one person does listen to Brett.,"{'entailment': 42.0, 'neutral': 57.3, 'contradiction': 0.7}",neutral,contradiction
It might be Victoria that does listen to Brett.,Exactly one person did listen to Samuel.,"{'entailment': 0.0, 'neutral': 0.6, 'contradiction': 99.4}",contradiction,neutral
"If it is Victoria that does listen to Brett, it's okay",Exactly one person does listen to Brett.,"{'entailment': 3.2, 'neutral': 73.6, 'contradiction': 23.3}",contradiction,entailment
"If it is Victoria that does listen to Brett, it's okay",More than one person does listen to Brett.,"{'entailment': 13.3, 'neutral': 85.4, 'contradiction': 1.3}",neutral,contradiction
"If it is Victoria that does listen to Brett, it's okay",Exactly one person did listen to Samuel.,"{'entailment': 0.0, 'neutral': 0.9, 'contradiction': 99.1}",contradiction,neutral
It isn't Victoria that does listen to Brett.,It is Victoria that does listen to Brett.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.7}",contradiction,contradiction
Is it Victoria that does listen to Brett?,It is Victoria that does listen to Brett.,"{'entailment': 3.8, 'neutral': 95.1, 'contradiction': 1.1}",neutral,neutral
It might be Victoria that does listen to Brett.,It is Victoria that does listen to Brett.,"{'entailment': 7.2, 'neutral': 89.4, 'contradiction': 3.4}",neutral,neutral
"If it is Victoria that does listen to Brett, it's okay",It is Victoria that does listen to Brett.,"{'entailment': 62.6, 'neutral': 36.7, 'contradiction': 0.7}",entailment,neutral
It is Daniel that had required Kendra's grandmother to play.,Exactly one person had required Kendra's grandmother to play.,"{'entailment': 46.2, 'neutral': 50.9, 'contradiction': 2.9}",neutral,entailment
It is Daniel that had required Kendra's grandmother to play.,More than one person had required Kendra's grandmother to play.,"{'entailment': 1.4, 'neutral': 97.4, 'contradiction': 1.2}",neutral,contradiction
It is Daniel that had required Kendra's grandmother to play.,Exactly one person had required Mark's contractors to disagree.,"{'entailment': 0.0, 'neutral': 0.2, 'contradiction': 99.8}",contradiction,neutral
It isn't Daniel that had required Kendra's grandmother to play.,Exactly one person had required Kendra's grandmother to play.,"{'entailment': 0.1, 'neutral': 0.9, 'contradiction': 99.0}",contradiction,entailment
It isn't Daniel that had required Kendra's grandmother to play.,More than one person had required Kendra's grandmother to play.,"{'entailment': 92.4, 'neutral': 7.5, 'contradiction': 0.1}",entailment,contradiction
It isn't Daniel that had required Kendra's grandmother to play.,Exactly one person had required Mark's contractors to disagree.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
Is it Daniel that had required Kendra's grandmother to play?,Exactly one person had required Kendra's grandmother to play.,"{'entailment': 2.7, 'neutral': 84.6, 'contradiction': 12.7}",contradiction,entailment
Is it Daniel that had required Kendra's grandmother to play?,More than one person had required Kendra's grandmother to play.,"{'entailment': 8.9, 'neutral': 90.4, 'contradiction': 0.8}",neutral,contradiction
Is it Daniel that had required Kendra's grandmother to play?,Exactly one person had required Mark's contractors to disagree.,"{'entailment': 0.0, 'neutral': 0.2, 'contradiction': 99.8}",contradiction,neutral
It might be Daniel that had required Kendra's grandmother to play.,Exactly one person had required Kendra's grandmother to play.,"{'entailment': 3.6, 'neutral': 83.9, 'contradiction': 12.5}",contradiction,entailment
It might be Daniel that had required Kendra's grandmother to play.,More than one person had required Kendra's grandmother to play.,"{'entailment': 3.8, 'neutral': 95.3, 'contradiction': 0.9}",neutral,contradiction
It might be Daniel that had required Kendra's grandmother to play.,Exactly one person had required Mark's contractors to disagree.,"{'entailment': 0.0, 'neutral': 0.2, 'contradiction': 99.8}",contradiction,neutral
"If it is Daniel that had required Kendra's grandmother to play, it's okay",Exactly one person had required Kendra's grandmother to play.,"{'entailment': 6.1, 'neutral': 89.0, 'contradiction': 4.8}",neutral,entailment
"If it is Daniel that had required Kendra's grandmother to play, it's okay",More than one person had required Kendra's grandmother to play.,"{'entailment': 1.9, 'neutral': 97.1, 'contradiction': 1.1}",neutral,contradiction
"If it is Daniel that had required Kendra's grandmother to play, it's okay",Exactly one person had required Mark's contractors to disagree.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
It isn't Daniel that had required Kendra's grandmother to play.,It is Daniel that had required Kendra's grandmother to play.,"{'entailment': 0.1, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Is it Daniel that had required Kendra's grandmother to play?,It is Daniel that had required Kendra's grandmother to play.,"{'entailment': 5.0, 'neutral': 93.4, 'contradiction': 1.6}",neutral,neutral
It might be Daniel that had required Kendra's grandmother to play.,It is Daniel that had required Kendra's grandmother to play.,"{'entailment': 10.3, 'neutral': 84.3, 'contradiction': 5.4}",neutral,neutral
"If it is Daniel that had required Kendra's grandmother to play, it's okay",It is Daniel that had required Kendra's grandmother to play.,"{'entailment': 77.6, 'neutral': 21.8, 'contradiction': 0.5}",entailment,neutral
It is Carla that did annoy Jodi.,Exactly one person did annoy Jodi.,"{'entailment': 43.4, 'neutral': 53.9, 'contradiction': 2.7}",neutral,entailment
It is Carla that did annoy Jodi.,More than one person did annoy Jodi.,"{'entailment': 5.1, 'neutral': 93.6, 'contradiction': 1.3}",neutral,contradiction
It is Carla that did annoy Jodi.,Exactly one person does annoy Dan.,"{'entailment': 1.9, 'neutral': 7.8, 'contradiction': 90.4}",contradiction,neutral
It isn't Carla that did annoy Jodi.,Exactly one person did annoy Jodi.,"{'entailment': 0.7, 'neutral': 6.8, 'contradiction': 92.6}",contradiction,entailment
