premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
"If it is Omar who does drive to the movie theater, it's okay",Exactly one person does drive to the movie theater.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,126e,6,cleft_uniqueness
"If it is Omar who does drive to the movie theater, it's okay",More than one person does drive to the movie theater.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,127c,6,cleft_uniqueness
"If it is Omar who does drive to the movie theater, it's okay",Exactly one person does drive to the college campuses.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,128n,6,cleft_uniqueness
It isn't Omar who does drive to the movie theater.,It is Omar who does drive to the movie theater.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,129c,6,cleft_uniqueness
Is it Omar who does drive to the movie theater?,It is Omar who does drive to the movie theater.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,130n,6,cleft_uniqueness
It might be Omar who does drive to the movie theater.,It is Omar who does drive to the movie theater.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,131n,6,cleft_uniqueness
"If it is Omar who does drive to the movie theater, it's okay",It is Omar who does drive to the movie theater.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,132n,6,cleft_uniqueness
It is Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,133e,7,cleft_uniqueness
It is Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,134c,7,cleft_uniqueness
It is Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,135n,7,cleft_uniqueness
It isn't Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,136e,7,cleft_uniqueness
It isn't Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,137c,7,cleft_uniqueness
It isn't Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,138n,7,cleft_uniqueness
Is it Alice who doubts Donna described Stacey?,Exactly one person doubts Donna described Stacey.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,139e,7,cleft_uniqueness
Is it Alice who doubts Donna described Stacey?,More than one person doubts Donna described Stacey.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,140c,7,cleft_uniqueness
Is it Alice who doubts Donna described Stacey?,Exactly one person doubts Timothy had resembled the paintings.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,141n,7,cleft_uniqueness
It might be Alice who doubts Donna described Stacey.,Exactly one person doubts Donna described Stacey.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,142e,7,cleft_uniqueness
It might be Alice who doubts Donna described Stacey.,More than one person doubts Donna described Stacey.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,143c,7,cleft_uniqueness
It might be Alice who doubts Donna described Stacey.,Exactly one person doubts Timothy had resembled the paintings.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,144n,7,cleft_uniqueness
"If it is Alice who doubts Donna described Stacey, it's okay",Exactly one person doubts Donna described Stacey.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,145e,7,cleft_uniqueness
"If it is Alice who doubts Donna described Stacey, it's okay",More than one person doubts Donna described Stacey.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,146c,7,cleft_uniqueness
"If it is Alice who doubts Donna described Stacey, it's okay",Exactly one person doubts Timothy had resembled the paintings.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,147n,7,cleft_uniqueness
It isn't Alice who doubts Donna described Stacey.,It is Alice who doubts Donna described Stacey.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,148c,7,cleft_uniqueness
Is it Alice who doubts Donna described Stacey?,It is Alice who doubts Donna described Stacey.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,149n,7,cleft_uniqueness
It might be Alice who doubts Donna described Stacey.,It is Alice who doubts Donna described Stacey.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,150n,7,cleft_uniqueness
"If it is Alice who doubts Donna described Stacey, it's okay",It is Alice who doubts Donna described Stacey.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,151n,7,cleft_uniqueness
It is Irene that kissed David.,Exactly one person kissed David.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,152e,8,cleft_uniqueness
It is Irene that kissed David.,More than one person kissed David.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,153c,8,cleft_uniqueness
It is Irene that kissed David.,Exactly one person kissed Cindy.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,154n,8,cleft_uniqueness
It isn't Irene that kissed David.,Exactly one person kissed David.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,155e,8,cleft_uniqueness
It isn't Irene that kissed David.,More than one person kissed David.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,156c,8,cleft_uniqueness
It isn't Irene that kissed David.,Exactly one person kissed Cindy.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,157n,8,cleft_uniqueness
Is it Irene that kissed David?,Exactly one person kissed David.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,158e,8,cleft_uniqueness
Is it Irene that kissed David?,More than one person kissed David.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,159c,8,cleft_uniqueness
Is it Irene that kissed David?,Exactly one person kissed Cindy.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,160n,8,cleft_uniqueness
It might be Irene that kissed David.,Exactly one person kissed David.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,161e,8,cleft_uniqueness
It might be Irene that kissed David.,More than one person kissed David.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,162c,8,cleft_uniqueness
It might be Irene that kissed David.,Exactly one person kissed Cindy.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,163n,8,cleft_uniqueness
"If it is Irene that kissed David, it's okay",Exactly one person kissed David.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,164e,8,cleft_uniqueness
"If it is Irene that kissed David, it's okay",More than one person kissed David.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,165c,8,cleft_uniqueness
"If it is Irene that kissed David, it's okay",Exactly one person kissed Cindy.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,166n,8,cleft_uniqueness
It isn't Irene that kissed David.,It is Irene that kissed David.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,167c,8,cleft_uniqueness
Is it Irene that kissed David?,It is Irene that kissed David.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,168n,8,cleft_uniqueness
It might be Irene that kissed David.,It is Irene that kissed David.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,169n,8,cleft_uniqueness
"If it is Irene that kissed David, it's okay",It is Irene that kissed David.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,170n,8,cleft_uniqueness
It is Anna that passed that hill.,Exactly one person passed that hill.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,171e,9,cleft_uniqueness
It is Anna that passed that hill.,More than one person passed that hill.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,172c,9,cleft_uniqueness
It is Anna that passed that hill.,Exactly one person passed the cafe.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,173n,9,cleft_uniqueness
It isn't Anna that passed that hill.,Exactly one person passed that hill.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,174e,9,cleft_uniqueness
It isn't Anna that passed that hill.,More than one person passed that hill.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,175c,9,cleft_uniqueness
It isn't Anna that passed that hill.,Exactly one person passed the cafe.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,176n,9,cleft_uniqueness
Is it Anna that passed that hill?,Exactly one person passed that hill.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,177e,9,cleft_uniqueness
Is it Anna that passed that hill?,More than one person passed that hill.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,178c,9,cleft_uniqueness
Is it Anna that passed that hill?,Exactly one person passed the cafe.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,179n,9,cleft_uniqueness
It might be Anna that passed that hill.,Exactly one person passed that hill.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,180e,9,cleft_uniqueness
It might be Anna that passed that hill.,More than one person passed that hill.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,181c,9,cleft_uniqueness
It might be Anna that passed that hill.,Exactly one person passed the cafe.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,182n,9,cleft_uniqueness
"If it is Anna that passed that hill, it's okay",Exactly one person passed that hill.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,183e,9,cleft_uniqueness
"If it is Anna that passed that hill, it's okay",More than one person passed that hill.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,184c,9,cleft_uniqueness
"If it is Anna that passed that hill, it's okay",Exactly one person passed the cafe.,conditional,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,185n,9,cleft_uniqueness
It isn't Anna that passed that hill.,It is Anna that passed that hill.,Not_In_Example,negated,unembedded,Not_In_Example,2,cleft_uniqueness,186c,9,cleft_uniqueness
Is it Anna that passed that hill?,It is Anna that passed that hill.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,cleft_uniqueness,187n,9,cleft_uniqueness
It might be Anna that passed that hill.,It is Anna that passed that hill.,Not_In_Example,modal,unembedded,Not_In_Example,1,cleft_uniqueness,188n,9,cleft_uniqueness
"If it is Anna that passed that hill, it's okay",It is Anna that passed that hill.,Not_In_Example,conditional,unembedded,Not_In_Example,1,cleft_uniqueness,189n,9,cleft_uniqueness
It is Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,unembedded,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,190e,10,cleft_uniqueness
It is Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,unembedded,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,191c,10,cleft_uniqueness
It is Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,unembedded,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,192n,10,cleft_uniqueness
It isn't Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,negated,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,193e,10,cleft_uniqueness
It isn't Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,negated,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,194c,10,cleft_uniqueness
It isn't Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,negated,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,195n,10,cleft_uniqueness
Is it Marla that is researching the Great Lakes?,Exactly one person is researching the Great Lakes.,interrogative,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,196e,10,cleft_uniqueness
Is it Marla that is researching the Great Lakes?,More than one person is researching the Great Lakes.,interrogative,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,197c,10,cleft_uniqueness
Is it Marla that is researching the Great Lakes?,Exactly one person is researching the Borgias.,interrogative,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,198n,10,cleft_uniqueness
It might be Marla that is researching the Great Lakes.,Exactly one person is researching the Great Lakes.,modal,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,199e,10,cleft_uniqueness
It might be Marla that is researching the Great Lakes.,More than one person is researching the Great Lakes.,modal,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,200c,10,cleft_uniqueness
It might be Marla that is researching the Great Lakes.,Exactly one person is researching the Borgias.,modal,Not_In_Example,Not_In_Example,neutral,1,cleft_uniqueness,201n,10,cleft_uniqueness
"If it is Marla that is researching the Great Lakes, it's okay",Exactly one person is researching the Great Lakes.,conditional,Not_In_Example,Not_In_Example,positive,0,cleft_uniqueness,202e,10,cleft_uniqueness
"If it is Marla that is researching the Great Lakes, it's okay",More than one person is researching the Great Lakes.,conditional,Not_In_Example,Not_In_Example,negated,2,cleft_uniqueness,203c,10,cleft_uniqueness
